attr_o,sinc_o,shar_o,gender,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha
10,7,8,0,15,20,20,20,5,20
8,8,7,0,20,10,20,20,20,0
8,7,8,0,30,15,20,10,10,15
6,7,5,0,30,10,25,20,8,7
10,10,2,0,30,0,30,30,10,0
9,10,8,0,30,10,10,30,10,10
9,8,7,0,25,25,25,25,0,0
7,5,4,0,20,20,20,15,15,10
6,6,3,0,25,20,15,20,5,15
8,5,4,0,20,10,22,20,15,13
9,10,9,0,40,20,20,20,0,0
9,9,7,0,20,15,20,15,15,15
8,7,5,0,20,20,20,15,10,15
7,7,3,0,25,26,15,10,9,15
5,5,5,0,15,20,20,20,5,20
10,8,8,0,20,10,20,20,20,0
7,8,5,0,30,15,20,10,10,15
8,7,8,0,30,10,25,20,8,7
10,10,10,0,30,0,30,30,10,0
9,10,10,0,30,10,10,30,10,10
8,8,8,0,25,25,25,25,0,0
7,7,5,0,20,20,20,15,15,10
7,7,1,0,25,20,15,20,5,15
8,6,5,0,20,10,22,20,15,13
10,9,9,0,40,20,20,20,0,0
9,8,7,0,16,16,20,16,16,16
10,10,10,0,20,15,20,15,15,15
7,4,2,0,25,26,15,10,9,15
8,8,8,0,15,20,20,20,5,20
7,7,7,0,20,10,20,20,20,0
9,8,8,0,30,15,20,10,10,15
8,7,6,0,30,10,25,20,8,7
10,10,10,0,30,0,30,30,10,0
6,7,0,0,30,10,10,30,10,10
8,8,8,0,25,25,25,25,0,0
6,7,6,0,20,20,20,15,15,10
3,6,2,0,25,20,15,20,5,15
5,6,6,0,20,10,22,20,15,13
7,9,5,0,40,20,20,20,0,0
8,7,7,0,16,16,20,16,16,16
10,10,8,0,20,15,20,15,15,15
6,7,8,0,20,20,20,15,10,15
5,4,2,0,25,26,15,10,9,15
5,5,5,0,15,20,20,20,5,20
6,8,6,0,20,10,20,20,20,0
9,8,5,0,30,15,20,10,10,15
7,7,6,0,30,10,25,20,8,7
7,8,7,0,25,25,25,25,0,0
7,7,4,0,20,20,20,15,15,10
5,9,3,0,25,20,15,20,5,15
8,6,6,0,20,10,22,20,15,13
8,10,8,0,40,20,20,20,0,0
10,10,7,0,20,15,20,15,15,15
4,7,6,0,20,20,20,15,10,15
7,5,3,0,25,26,15,10,9,15
8,8,8,0,15,20,20,20,5,20
6,8,5,0,20,10,20,20,20,0
8,7,7,0,30,15,20,10,10,15
6,7,5,0,30,10,25,20,8,7
8,10,1,0,30,0,30,30,10,0
7,10,8,0,30,10,10,30,10,10
9,7,6,0,25,25,25,25,0,0
7,6,5,0,20,20,20,15,15,10
3,7,1,0,25,20,15,20,5,15
5,5,5,0,20,10,22,20,15,13
6,10,10,0,40,20,20,20,0,0
7,7,8,0,16,16,20,16,16,16
9,10,7,0,20,15,20,15,15,15
5,7,6,0,20,20,20,15,10,15
5,5,5,0,25,26,15,10,9,15
5,5,5,0,15,20,20,20,5,20
5,5,6,0,20,10,20,20,20,0
7,6,4,0,30,15,20,10,10,15
6,7,5,0,30,10,25,20,8,7
8,10,10,0,30,0,30,30,10,0
5,10,4,0,30,10,10,30,10,10
8,8,5,0,25,25,25,25,0,0
5,7,3,0,20,20,20,15,15,10
7,8,7,0,25,20,15,20,5,15
7,7,6,0,20,10,22,20,15,13
8,10,9,0,40,20,20,20,0,0
10,10,9,0,20,15,20,15,15,15
9,7,6,0,20,20,20,15,10,15
7,6,5,0,25,26,15,10,9,15
9,9,9,0,15,20,20,20,5,20
8,7,7,0,20,10,20,20,20,0
8,8,8,0,30,15,20,10,10,15
7,6,5,0,30,10,25,20,8,7
10,10,10,0,30,0,30,30,10,0
6,7,5,0,30,10,10,30,10,10
7,7,6,0,25,25,25,25,0,0
7,8,5,0,20,20,20,15,15,10
5,8,5,0,25,20,15,20,5,15
5,7,8,0,20,10,22,20,15,13
7,10,6,0,40,20,20,20,0,0
9,10,10,0,20,15,20,15,15,15
5,7,5,0,20,20,20,15,10,15
6,4,2,0,25,26,15,10,9,15
10,10,10,0,15,20,20,20,5,20
6,7,6,0,20,10,20,20,20,0
10,9,6,0,30,15,20,10,10,15
5,6,5,0,30,10,25,20,8,7
10,8,1,0,30,0,30,30,10,0
7,9,9,0,30,10,10,30,10,10
6,6,5,0,25,25,25,25,0,0
7,7,5,0,20,20,20,15,15,10
5,5,1,0,25,20,15,20,5,15
6,6,6,0,20,10,22,20,15,13
8,10,5,0,40,20,20,20,0,0
10,10,9,0,20,15,20,15,15,15
8,8,5,0,20,20,20,15,10,15
7,8,1,0,25,26,15,10,9,15
5,7,5,0,20,10,20,20,20,0
9,9,6,0,30,15,20,10,10,15
5,6,6,0,30,10,25,20,8,7
7,10,8,0,30,10,10,30,10,10
7,10,5,0,25,25,25,25,0,0
7,7,4,0,20,20,20,15,15,10
6,8,3,0,25,20,15,20,5,15
5,6,6,0,20,10,22,20,15,13
9,10,5,0,40,20,20,20,0,0
10,10,8,0,20,15,20,15,15,15
4,6,9,0,20,20,20,15,10,15
5,5,5,0,15,20,20,20,5,20
5,7,5,0,20,10,20,20,20,0
10,9,6,0,30,15,20,10,10,15
5,5,6,0,30,10,25,20,8,7
5,10,4,0,30,0,30,30,10,0
6,10,10,0,30,10,10,30,10,10
6,8,5,0,25,25,25,25,0,0
7,7,4,0,20,20,20,15,15,10
6,8,7,0,25,20,15,20,5,15
5,6,7,0,20,10,22,20,15,13
9,10,9,0,40,20,20,20,0,0
10,10,10,0,20,15,20,15,15,15
8,8,6,0,20,20,20,15,10,15
6,5,3,0,25,26,15,10,9,15
10,10,10,0,15,20,20,20,5,20
8,7,8,0,20,10,20,20,20,0
10,7,7,0,30,15,20,10,10,15
7,7,6,0,30,10,25,20,8,7
10,8,10,0,30,0,30,30,10,0
8,10,9,0,30,10,10,30,10,10
7,6,7,0,25,25,25,25,0,0
6,6,4,0,20,20,20,15,15,10
8,6,7,0,25,20,15,20,5,15
6,7,5,0,20,10,22,20,15,13
9,10,5,0,40,20,20,20,0,0
9,10,9,0,20,15,20,15,15,15
9,7,6,0,20,20,20,15,10,15
8,6,2,0,25,26,15,10,9,15
10,10,10,0,15,20,20,20,5,20
6,7,8,0,20,10,20,20,20,0
8,6,5,0,30,15,20,10,10,15
6,6,5,0,30,10,25,20,8,7
7,8,2,0,30,0,30,30,10,0
7,9,7,0,30,10,10,30,10,10
7,7,7,0,25,25,25,25,0,0
7,6,5,0,20,20,20,15,15,10
7,6,6,0,25,20,15,20,5,15
9,10,6,0,40,20,20,20,0,0
10,10,10,0,16,16,20,16,16,16
10,10,10,0,20,15,20,15,15,15
6,8,7,0,20,20,20,15,10,15
5,4,2,0,25,26,15,10,9,15
10,10,10,0,15,20,20,20,5,20
8,8,10,0,20,10,20,20,20,0
9,10,8,0,30,15,20,10,10,15
6,6,6,0,30,10,25,20,8,7
10,10,2,0,30,0,30,30,10,0
7,8,8,0,30,10,10,30,10,10
7,7,8,0,25,25,25,25,0,0
6,7,5,0,20,20,20,15,15,10
5,7,3,1,10,20,20,15,20,15
8,10,7,1,20,20,20,20,20,0
5,7,5,1,15,25,15,15,15,15
3,4,3,1,10,20,25,25,10,10
4,3,2,1,15,15,25,10,15,20
8,7,6,1,10,25,25,20,10,10
10,9,8,1,15,20,20,15,15,15
8,7,5,1,15,20,10,30,5,20
6,8,6,1,10,15,30,10,15,20
7,4,3,1,20,20,20,15,15,10
6,6,7,1,16,19,16,17,15,17
7,8,7,1,20,20,10,20,10,20
6,8,3,1,15,15,20,20,15,15
5,5,5,1,16,18,18,20,12,16
8,10,8,1,20,20,20,20,20,0
5,8,7,1,15,25,15,15,15,15
2,8,6,1,10,20,25,25,10,10
5,6,4,1,15,15,25,10,15,20
5,7,10,1,10,25,25,20,10,10
10,8,8,1,15,20,20,15,15,15
7,6,5,1,15,20,10,30,5,20
6,7,5,1,20,20,20,15,15,10
6,6,7,1,16,19,16,17,15,17
7,6,8,1,20,20,10,20,10,20
5,8,2,1,15,15,20,20,15,15
2,2,0,1,10,20,20,15,20,15
8,10,9,1,20,20,20,20,20,0
6,6,5,1,15,25,15,15,15,15
4,5,3,1,10,20,25,25,10,10
5,5,4,1,15,15,25,10,15,20
3,4,5,1,10,25,25,20,10,10
10,8,7,1,15,20,20,15,15,15
9,7,7,1,15,20,10,30,5,20
6,3,5,1,10,15,30,10,15,20
4,4,7,1,20,20,20,15,15,10
7,7,7,1,16,19,16,17,15,17
8,7,8,1,20,20,10,20,10,20
3,6,1,1,15,15,20,20,15,15
2,3,0,1,10,20,20,15,20,15
6,10,6,1,20,20,20,20,20,0
5,8,3,1,15,25,15,15,15,15
4,7,4,1,20,10,20,20,10,20
3,3,2,1,10,20,25,25,10,10
3,5,2,1,15,15,25,10,15,20
2,10,1,1,10,25,25,20,10,10
8,10,8,1,15,20,20,15,15,15
4,8,4,1,15,20,10,30,5,20
4,6,4,1,10,15,30,10,15,20
4,8,2,1,20,20,20,15,15,10
6,7,6,1,16,19,16,17,15,17
7,9,5,1,20,20,10,20,10,20
2,9,0,1,15,15,20,20,15,15
0,0,0,1,10,20,20,15,20,15
7,10,6,1,20,20,20,20,20,0
5,8,4,1,15,25,15,15,15,15
6,8,7,1,20,10,20,20,10,20
3,4,3,1,10,20,25,25,10,10
4,4,2,1,15,15,25,10,15,20
2,2,3,1,10,25,25,20,10,10
8,9,7,1,15,20,20,15,15,15
4,9,8,1,15,20,10,30,5,20
4,4,6,1,10,15,30,10,15,20
7,8,6,1,20,20,20,15,15,10
6,5,5,1,20,20,10,20,10,20
1,5,0,1,15,15,20,20,15,15
7,8,7,1,20,20,20,20,20,0
6,7,5,1,15,25,15,15,15,15
7,7,6,1,20,10,20,20,10,20
2,7,5,1,10,20,25,25,10,10
6,6,3,1,15,15,25,10,15,20
3,4,7,1,10,25,25,20,10,10
8,9,7,1,15,20,20,15,15,15
5,6,5,1,10,15,30,10,15,20
8,8,5,1,20,20,20,15,15,10
6,6,7,1,16,19,16,17,15,17
8,9,7,1,20,20,10,20,10,20
3,8,1,1,15,15,20,20,15,15
4,10,8,1,16,18,18,20,12,16
6,10,7,1,20,20,20,20,20,0
4,7,2,1,15,25,15,15,15,15
3,9,2,1,20,10,20,20,10,20
2,6,2,1,10,20,25,25,10,10
4,8,4,1,15,15,25,10,15,20
1,3,2,1,10,25,25,20,10,10
8,10,7,1,15,20,20,15,15,15
4,10,5,1,15,20,10,30,5,20
4,6,3,1,20,20,20,15,15,10
6,8,6,1,16,19,16,17,15,17
5,5,5,1,20,20,10,20,10,20
2,9,2,1,15,15,20,20,15,15
2,3,2,1,16,18,18,20,12,16
2,6,2,1,10,20,20,15,20,15
6,7,7,1,20,20,20,20,20,0
4,8,3,1,15,25,15,15,15,15
4,7,7,1,20,10,20,20,10,20
5,5,5,1,10,20,25,25,10,10
4,2,2,1,15,15,25,10,15,20
2,3,2,1,10,25,25,20,10,10
8,8,7,1,15,20,20,15,15,15
5,8,5,1,15,20,10,30,5,20
4,4,4,1,10,15,30,10,15,20
6,5,3,1,20,20,20,15,15,10
4,6,2,1,15,15,20,20,15,15
7,9,7,1,16,18,18,20,12,16
5,6,3,1,10,20,20,15,20,15
9,9,8,1,20,20,20,20,20,0
8,7,6,1,15,25,15,15,15,15
7,4,7,1,20,10,20,20,10,20
7,7,7,1,10,20,25,25,10,10
7,7,6,1,15,15,25,10,15,20
7,6,7,1,10,25,25,20,10,10
9,9,7,1,15,20,20,15,15,15
10,9,9,1,15,20,10,30,5,20
7,6,4,1,20,20,20,15,15,10
8,7,7,1,20,20,10,20,10,20
5,8,3,1,15,15,20,20,15,15
9,8,9,1,16,18,18,20,12,16
0,4,2,1,10,20,20,15,20,15
8,10,9,1,20,20,20,20,20,0
3,8,8,1,15,25,15,15,15,15
2,4,2,1,10,20,25,25,10,10
4,6,4,1,15,15,25,10,15,20
2,3,5,1,10,25,25,20,10,10
8,8,9,1,15,20,20,15,15,15
4,5,5,1,15,20,10,30,5,20
3,3,3,1,10,15,30,10,15,20
6,8,5,1,16,19,16,17,15,17
2,8,0,1,15,15,20,20,15,15
3,8,7,1,16,18,18,20,12,16
5,4,3,1,10,20,20,15,20,15
9,10,9,1,20,20,20,20,20,0
8,8,5,1,15,25,15,15,15,15
8,8,5,1,20,10,20,20,10,20
7,6,4,1,10,20,25,25,10,10
8,7,8,1,15,15,25,10,15,20
5,3,7,1,10,25,25,20,10,10
9,9,8,1,15,20,20,15,15,15
8,5,6,1,10,15,30,10,15,20
9,5,6,1,20,20,20,15,15,10
9,7,6,1,16,19,16,17,15,17
9,8,9,1,20,20,10,20,10,20
7,6,4,1,15,15,20,20,15,15
7,6,1,1,10,20,20,15,20,15
8,10,9,1,20,20,20,20,20,0
9,8,8,1,15,25,15,15,15,15
9,8,8,1,20,10,20,20,10,20
3,5,3,1,10,20,25,25,10,10
6,6,6,1,15,15,25,10,15,20
10,9,10,1,10,25,25,20,10,10
8,10,9,1,15,20,20,15,15,15
8,7,8,1,15,20,10,30,5,20
6,4,6,1,10,15,30,10,15,20
8,6,4,1,20,20,20,15,15,10
9,9,9,1,20,20,10,20,10,20
4,7,2,1,15,15,20,20,15,15
9,10,8,1,20,20,20,20,20,0
8,8,4,1,15,25,15,15,15,15
9,9,8,1,20,10,20,20,10,20
3,7,3,1,10,20,25,25,10,10
6,8,6,1,15,15,25,10,15,20
6,8,5,1,10,25,25,20,10,10
7,8,7,1,15,20,20,15,15,15
9,8,7,1,15,20,10,30,5,20
8,5,7,1,10,15,30,10,15,20
9,9,9,1,20,20,10,20,10,20
7,6,5,1,15,15,20,20,15,15
4,8,7,1,10,20,20,15,20,15
8,10,10,1,20,20,20,20,20,0
5,7,4,1,15,25,15,15,15,15
3,7,3,1,10,20,25,25,10,10
6,7,6,1,15,15,25,10,15,20
7,6,7,1,10,25,25,20,10,10
10,9,9,1,15,20,20,15,15,15
9,9,5,1,15,20,10,30,5,20
4,3,4,1,10,15,30,10,15,20
5,4,3,1,20,20,20,15,15,10
5,8,8,1,20,20,10,20,10,20
3,8,2,1,15,15,20,20,15,15
5,2,5,1,10,20,20,15,20,15
7,8,9,1,20,20,20,20,20,0
4,7,6,1,15,25,15,15,15,15
4,4,3,1,20,10,20,20,10,20
4,4,4,1,10,20,25,25,10,10
5,5,3,1,15,15,25,10,15,20
8,8,8,1,15,20,20,15,15,15
4,3,4,1,10,15,30,10,15,20
4,3,2,1,20,20,20,15,15,10
5,5,3,1,20,20,10,20,10,20
2,6,1,1,15,15,20,20,15,15
8,8,7,0,30,30,40,0,0,0
8,10,7,0,30,0,30,15,15,10
8,9,6,0,20,14,18,16,16,16
6,7,8,0,18,10,18,18,18,18
9,8,8,0,40,20,20,20,0,0
5,6,4,0,30,30,40,0,0,0
7,7,7,0,30,0,30,15,15,10
7,9,7,0,20,14,18,16,16,16
6,5,4,0,15,15,20,15,15,20
4,7,5,0,20,20,20,20,20,0
7,8,6,0,18,10,18,18,18,18
7,8,5,0,30,30,40,0,0,0
6,6,6,0,30,0,30,15,15,10
8,9,7,0,20,14,18,16,16,16
6,6,6,0,15,15,20,15,15,20
7,8,5,0,20,20,20,20,20,0
6,8,6,0,18,10,18,18,18,18
7,7,3,0,40,20,20,20,0,0
7,8,5,0,30,30,40,0,0,0
5,8,5,0,30,0,30,15,15,10
5,8,6,0,20,14,18,16,16,16
4,5,3,0,15,15,20,15,15,20
6,9,6,0,20,20,20,20,20,0
6,9,5,0,18,10,18,18,18,18
7,8,5,0,30,30,40,0,0,0
6,6,6,0,30,0,30,15,15,10
5,9,6,0,20,14,18,16,16,16
6,8,5,0,15,15,20,15,15,20
7,9,7,0,20,20,20,20,20,0
5,9,5,0,18,10,18,18,18,18
6,8,7,0,30,30,40,0,0,0
6,6,6,0,30,0,30,15,15,10
6,8,7,0,20,14,18,16,16,16
6,6,3,0,15,15,20,15,15,20
7,8,8,0,20,20,20,20,20,0
7,9,6,0,18,10,18,18,18,18
4,7,2,1,20,30,20,20,10,0
6,9,6,1,10,20,20,20,20,10
2,9,4,1,18,18,18,18,18,10
1,10,1,1,19,19,19,19,5,19
4,6,6,1,10,15,35,15,10,15
6,7,5,1,30,10,20,10,10,20
2,4,5,1,20,30,20,20,10,0
3,6,4,1,10,20,20,20,20,10
1,1,1,1,18,18,18,18,18,10
1,10,1,1,19,19,19,19,5,19
2,5,7,1,10,15,35,15,10,15
5,8,6,1,30,10,20,10,10,20
6,7,6,1,20,30,20,20,10,0
8,7,3,1,10,20,20,20,20,10
8,5,3,1,18,18,18,18,18,10
5,10,5,1,19,19,19,19,5,19
4,5,4,1,10,15,35,15,10,15
8,8,8,1,30,10,20,10,10,20
6,8,2,1,10,20,20,20,20,10
8,10,5,1,18,18,18,18,18,10
5,5,1,1,19,19,19,19,5,19
6,5,5,1,10,15,35,15,10,15
7,8,7,1,30,10,20,10,10,20
4,6,4,1,10,20,20,20,20,10
5,8,3,1,18,18,18,18,18,10
1,9,1,1,19,19,19,19,5,19
5,5,5,1,10,15,35,15,10,15
8,7,4,1,30,10,20,10,10,20
6,8,6,1,20,30,20,20,10,0
6,7,6,1,10,20,20,20,20,10
3,10,5,1,18,18,18,18,18,10
6,9,5,1,19,19,19,19,5,19
8,7,6,1,10,15,35,15,10,15
7,7,8,1,30,10,20,10,10,20
5,5,4,1,20,30,20,20,10,0
7,6,5,1,10,20,20,20,20,10
3,4,3,1,18,18,18,18,18,10
6,8,6,1,19,19,19,19,5,19
7,4,4,1,10,15,35,15,10,15
7,7,5,1,30,10,20,10,10,20
7,10,8,0,15,30,20,20,10,5
6,7,8,0,25,20,20,20,5,10
6,5,6,0,30,30,30,5,2,3
6,8,6,0,23,14,19,16,10,18
6,7,3,0,30,20,20,20,10,0
7,8,8,0,20,5,25,25,5,20
7,7,8,0,50,0,10,30,0,10
1,6,3,0,30,10,20,15,15,10
6,7,3,0,20,15,20,20,15,10
2,4,4,0,25,15,20,20,10,10
6,8,5,0,15,25,20,10,10,20
4,8,2,0,20,20,20,20,10,10
6,6,7,0,35,10,20,25,5,5
5,6,4,0,25,20,20,20,0,15
5,5,9,0,40,10,20,10,0,20
1,6,4,0,20,20,20,20,0,20
7,6,5,0,30,3,30,30,3,4
5,7,7,0,40,20,20,20,0,0
7,7,7,0,70,0,15,15,0,0
10,5,8,0,15,30,20,20,10,5
6,7,5,0,25,20,20,20,5,10
9,9,7,0,25,25,25,13,12,0
8,9,9,0,30,30,30,5,2,3
8,7,6,0,23,14,19,16,10,18
10,8,9,0,30,20,20,20,10,0
8,5,5,0,50,0,10,30,0,10
8,6,7,0,30,10,20,15,15,10
8,10,7,0,20,15,20,20,15,10
8,9,5,0,40,30,0,20,0,10
6,7,6,0,25,15,20,20,10,10
8,8,5,0,20,16,16,17,16,15
7,7,5,0,15,25,20,10,10,20
8,8,8,0,35,10,20,25,5,5
6,6,2,0,25,20,20,20,0,15
7,7,4,0,40,10,20,10,0,20
4,8,7,0,20,20,20,20,0,20
5,5,5,0,30,3,30,30,3,4
10,9,8,0,40,20,20,20,0,0
5,10,5,0,15,30,20,20,10,5
7,6,8,0,25,20,20,20,5,10
8,9,7,0,30,30,30,5,2,3
7,7,6,0,23,14,19,16,10,18
9,7,3,0,30,20,20,20,10,0
5,7,6,0,20,5,25,25,5,20
5,7,3,0,50,0,10,30,0,10
4,8,3,0,30,10,20,15,15,10
7,8,3,0,20,15,20,20,15,10
5,7,5,0,40,30,0,20,0,10
4,5,9,0,25,15,20,20,10,10
6,8,3,0,20,16,16,17,16,15
8,8,5,0,15,25,20,10,10,20
6,6,6,0,35,10,20,25,5,5
4,7,1,0,25,20,20,20,0,15
9,9,5,0,40,10,20,10,0,20
6,8,5,0,20,20,20,20,0,20
5,4,4,0,30,3,30,30,3,4
5,8,7,0,40,20,20,20,0,0
7,5,1,0,70,0,15,15,0,0
10,8,1,0,15,30,20,20,10,5
7,8,5,0,25,25,25,13,12,0
8,8,8,0,30,30,30,5,2,3
8,8,7,0,23,14,19,16,10,18
8,3,3,0,30,20,20,20,10,0
8,8,6,0,20,5,25,25,5,20
8,5,6,0,50,0,10,30,0,10
10,7,6,0,30,10,20,15,15,10
7,6,4,0,20,15,20,20,15,10
8,6,2,0,25,15,20,20,10,10
5,8,5,0,20,16,16,17,16,15
6,7,6,0,15,25,20,10,10,20
8,4,2,0,20,20,20,20,10,10
8,7,6,0,35,10,20,25,5,5
7,7,4,0,25,20,20,20,0,15
8,2,1,0,40,10,20,10,0,20
7,7,4,0,20,20,20,20,0,20
9,6,4,0,30,3,30,30,3,4
9,6,5,0,40,20,20,20,0,0
8,9,8,0,70,0,15,15,0,0
5,10,5,0,15,30,20,20,10,5
6,8,6,0,25,20,20,20,5,10
5,7,3,0,25,25,25,13,12,0
7,7,7,0,30,30,30,5,2,3
6,8,6,0,23,14,19,16,10,18
2,5,2,0,30,20,20,20,10,0
6,8,5,0,20,5,25,25,5,20
3,7,5,0,50,0,10,30,0,10
3,7,6,0,30,10,20,15,15,10
6,7,5,0,20,15,20,20,15,10
4,5,5,0,40,30,0,20,0,10
4,7,7,0,25,15,20,20,10,10
5,7,3,0,20,16,16,17,16,15
6,7,8,0,15,25,20,10,10,20
5,8,7,0,35,10,20,25,5,5
6,6,1,0,25,20,20,20,0,15
3,6,1,0,40,10,20,10,0,20
2,7,6,0,20,20,20,20,0,20
4,5,4,0,30,3,30,30,3,4
6,6,5,0,40,20,20,20,0,0
4,6,8,0,70,0,15,15,0,0
7,10,4,0,15,30,20,20,10,5
6,6,2,0,25,20,20,20,5,10
7,8,7,0,30,30,30,5,2,3
9,8,8,0,23,14,19,16,10,18
8,6,3,0,30,20,20,20,10,0
5,4,4,0,50,0,10,30,0,10
8,5,7,0,30,10,20,15,15,10
6,7,3,0,20,15,20,20,15,10
9,9,5,0,40,30,0,20,0,10
8,4,2,0,25,15,20,20,10,10
8,8,3,0,20,16,16,17,16,15
8,2,4,0,15,25,20,10,10,20
5,5,6,0,35,10,20,25,5,5
5,7,1,0,25,20,20,20,0,15
7,7,3,0,40,10,20,10,0,20
6,7,5,0,20,20,20,20,0,20
6,6,4,0,30,3,30,30,3,4
9,7,5,0,40,20,20,20,0,0
10,8,5,0,15,30,20,20,10,5
7,4,3,0,25,20,20,20,5,10
7,8,8,0,30,30,30,5,2,3
9,7,6,0,23,14,19,16,10,18
10,8,7,0,30,20,20,20,10,0
8,8,4,0,20,5,25,25,5,20
6,3,4,0,50,0,10,30,0,10
9,4,9,0,30,10,20,15,15,10
7,5,3,0,20,15,20,20,15,10
7,6,4,0,40,30,0,20,0,10
9,4,6,0,25,15,20,20,10,10
9,8,7,0,20,16,16,17,16,15
6,4,4,0,15,25,20,10,10,20
5,3,5,0,35,10,20,25,5,5
5,7,1,0,25,20,20,20,0,15
6,4,3,0,40,10,20,10,0,20
5,7,6,0,20,20,20,20,0,20
7,6,4,0,30,3,30,30,3,4
5,6,5,0,40,20,20,20,0,0
8,7,8,0,70,0,15,15,0,0
5,5,1,0,15,30,20,20,10,5
8,8,5,0,25,20,20,20,5,10
7,7,7,0,30,30,30,5,2,3
8,8,7,0,23,14,19,16,10,18
7,8,6,0,20,5,25,25,5,20
3,4,6,0,50,0,10,30,0,10
6,7,2,0,20,15,20,20,15,10
6,7,4,0,40,30,0,20,0,10
5,7,3,0,20,16,16,17,16,15
8,8,2,0,20,20,20,20,10,10
6,8,5,0,35,10,20,25,5,5
6,6,6,0,25,20,20,20,0,15
5,6,1,0,40,10,20,10,0,20
0,0,0,0,20,20,20,20,0,20
8,7,3,0,30,3,30,30,3,4
6,7,5,0,40,20,20,20,0,0
6,9,8,0,70,0,15,15,0,0
5,10,1,0,15,30,20,20,10,5
8,8,5,0,25,20,20,20,5,10
8,9,8,0,30,30,30,5,2,3
8,7,7,0,23,14,19,16,10,18
8,7,4,0,30,20,20,20,10,0
8,8,7,0,20,5,25,25,5,20
6,6,6,0,50,0,10,30,0,10
7,8,3,0,30,10,20,15,15,10
7,6,4,0,20,15,20,20,15,10
6,7,4,0,40,30,0,20,0,10
7,10,0,0,25,15,20,20,10,10
6,8,5,0,20,16,16,17,16,15
7,7,5,0,15,25,20,10,10,20
8,6,4,0,20,20,20,20,10,10
7,7,7,0,35,10,20,25,5,5
6,7,6,0,25,20,20,20,0,15
8,7,5,0,40,10,20,10,0,20
7,7,6,0,20,20,20,20,0,20
7,6,4,0,30,3,30,30,3,4
8,5,5,0,40,20,20,20,0,0
5,8,8,0,70,0,15,15,0,0
5,8,1,0,15,30,20,20,10,5
7,8,9,0,25,20,20,20,5,10
7,8,6,0,30,30,30,5,2,3
7,8,6,0,23,14,19,16,10,18
8,7,3,0,30,20,20,20,10,0
7,9,6,0,20,5,25,25,5,20
5,5,5,0,50,0,10,30,0,10
8,7,4,0,30,10,20,15,15,10
6,7,2,0,20,15,20,20,15,10
8,8,5,0,40,30,0,20,0,10
4,7,7,0,25,15,20,20,10,10
6,8,6,0,15,25,20,10,10,20
8,10,5,0,20,20,20,20,10,10
5,6,6,0,35,10,20,25,5,5
3,6,2,0,25,20,20,20,0,15
3,5,1,0,40,10,20,10,0,20
5,7,5,0,20,20,20,20,0,20
6,7,6,0,30,3,30,30,3,4
5,10,5,0,15,30,20,20,10,5
7,7,7,0,25,20,20,20,5,10
7,8,8,0,30,30,30,5,2,3
5,6,5,0,23,14,19,16,10,18
4,8,6,0,30,20,20,20,10,0
4,5,5,0,50,0,10,30,0,10
7,8,5,0,30,10,20,15,15,10
6,6,2,0,20,15,20,20,15,10
5,9,7,0,40,30,0,20,0,10
4,5,0,0,25,15,20,20,10,10
5,9,3,0,20,16,16,17,16,15
7,9,7,0,15,25,20,10,10,20
4,5,1,0,20,20,20,20,10,10
6,7,5,0,25,20,20,20,0,15
2,10,4,0,40,10,20,10,0,20
2,9,6,0,20,20,20,20,0,20
4,7,7,0,30,3,30,30,3,4
5,6,5,0,40,20,20,20,0,0
2,7,7,0,70,0,15,15,0,0
5,10,1,0,15,30,20,20,10,5
7,7,5,0,25,20,20,20,5,10
9,9,9,0,30,30,30,5,2,3
6,7,5,0,23,14,19,16,10,18
7,8,4,0,30,20,20,20,10,0
6,7,6,0,20,5,25,25,5,20
7,7,6,0,50,0,10,30,0,10
5,9,3,0,30,10,20,15,15,10
6,5,5,0,20,15,20,20,15,10
6,10,7,0,40,30,0,20,0,10
2,5,2,0,25,15,20,20,10,10
7,8,5,0,20,16,16,17,16,15
6,7,6,0,15,25,20,10,10,20
7,7,5,0,20,20,20,20,10,10
6,8,6,0,35,10,20,25,5,5
7,8,6,0,25,20,20,20,0,15
6,8,2,0,40,10,20,10,0,20
6,9,7,0,20,20,20,20,0,20
6,6,5,0,30,3,30,30,3,4
8,7,5,0,40,20,20,20,0,0
3,4,4,0,70,0,15,15,0,0
5,5,1,0,15,30,20,20,10,5
8,8,5,0,25,20,20,20,5,10
6,9,4,0,25,25,25,13,12,0
7,8,8,0,30,30,30,5,2,3
7,7,6,0,23,14,19,16,10,18
7,8,5,0,30,20,20,20,10,0
7,9,8,0,20,5,25,25,5,20
6,6,5,0,50,0,10,30,0,10
9,6,8,0,30,10,20,15,15,10
6,7,3,0,20,15,20,20,15,10
7,6,6,0,40,30,0,20,0,10
6,5,2,0,25,15,20,20,10,10
7,8,5,0,20,16,16,17,16,15
7,7,7,0,15,25,20,10,10,20
7,7,4,0,20,20,20,20,10,10
7,8,9,0,35,10,20,25,5,5
6,8,6,0,25,20,20,20,0,15
4,4,1,0,40,10,20,10,0,20
6,8,5,0,20,20,20,20,0,20
6,7,5,0,30,3,30,30,3,4
7,7,5,0,40,20,20,20,0,0
3,3,6,0,70,0,15,15,0,0
5,10,1,0,15,30,20,20,10,5
6,8,9,0,25,20,20,20,5,10
5,5,4,0,30,30,30,5,2,3
